Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Djibouti,DJI,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,0.020942408,0.01750547,0.535539602,1.415326001,7.485064011,7.659693166,,,,,,,,6.650884508,6.760028054,6.158737241,5.757444699,5.791646029,5.080478793,5.474986078,5.65087454,5.478089713,5.069101191,,,,5.607179054,6.326840033,6.432607472,4.061827548,3.72901748,,,,,,,,,,
Dominica,DMA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.728877556,2.586811645,3.018273104,3.041523894,2.842914471,2.832137733,2.636749699,2.588210924,2.67593415,2.391607631,2.429119966,2.362222189,2.179973346,1.975807583,2.234843932,2.397249542,2.204203185,2.216303129,2.271821195,2.251527372,2.363092523,2.438666392,2.419895025,2.364742876,2.235470726,2.104672107,1.944819237,2.031647483,2.087470632,2.024220137,1.950757035,1.95468015,1.889377285,1.90719767,1.770109883,1.685314665,1.644816658,1.615961205,1.608026388,1.564854723,1.457444051,1.53238072,1.508149852,1.46685125,1.423704234,1.31148864,1.377492183,1.307247052,1.355004524,1.350178237,1.398621479,1.31353101,1.351819154,1.227252022,1.151545956,1.116482033,1.171515371,1.174356353,
Dominican Republic,DOM,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,5.231525748,5.229793978,4.319654428,3.865213082,3.783495059,4.212070411,3.462719911,3.191868759,3.245171394,2.64782447,2.416694716,2.196219622,1.987521385,1.791273937,1.965065502,1.831013309,1.928381627,1.885723006,2.17556607,2.182294319,1.583543216,1.720128253,1.582040078,1.366505433,1.198895981,1.210052351,1.344154055,1.018139942,0.880047488,0.800367985,0.675729388,0.348155032,0.559086816,0.755070036,0.733765624,0.549477868,0.63365161,0.796926407,0.780062374,0.816243888,1.030096472,1.213496052,1.058919211,0.764145027,0.687618052,0.766536372,0.683423361,0.627619057,0.699861657,0.66746117,0.667881925,0.603601455,0.653627047,0.618695111,0.670803566,0.672525002,0.670334682,0.661908657,
Algeria,DZA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,2.511485452,3.496453901,3.418635171,3.512593601,3.019100431,2.614727855,2.386867358,2.130539184,2.087585034,1.795843966,1.688161994,1.957668149,2.131094293,2.701721228,2.241950459,2.375228938,2.138695866,2.102063296,1.818048875,2.063097441,1.951213252,1.755124007,1.643706897,1.787213666,1.856376277,1.749698749,1.540123779,1.461070586,1.210834059,2.14013213,2.505631577,3.146430012,2.935027107,3.094088396,3.637403468,3.965673788,3.755079983,3.433385635,3.820695463,3.700829359,3.251210893,3.283884523,2.83417835,2.643807548,2.923321027,3.024747141,3.848513698,3.518012609,4.325706359,4.461079161,4.844503387,5.548484048,6.274210027,6.424473865,5.708235108,
East Asia & Pacific (excluding high income),EAP,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.394058829,2.369908944,2.299477369,2.346708058,2.003041787,1.889916792,1.82860369,1.768344442,1.742840742,1.667685809,1.790718635,1.720740294,1.877119269,1.95328999,1.937096508,1.875360538,1.810290985,1.801218272,1.769696295,1.740833386,1.90667423,1.727992142,1.677685603,1.706523081,1.76643891,1.798798222,1.837965467,1.822017587,1.795112278,
Early-demographic dividend,EAR,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.354066839,2.237292554,2.653709335,2.898212904,2.816970224,3.077678809,2.961724818,3.162196263,3.357265418,3.533291046,3.863217275,3.82967113,3.779785943,3.763845441,4.051998203,4.844848872,5.053685034,5.920960677,5.718886742,4.999521219,4.507865304,4.781437287,5.459689708,5.153097409,5.081019559,4.71489264,3.932368271,4.609106999,4.303894252,3.871393191,3.646304647,3.626126449,3.209246513,3.056109324,2.850214741,2.802161431,2.684040207,2.820490098,2.90956837,2.743994431,2.575382912,2.56051567,2.556666174,2.474600885,2.378520757,2.305263942,2.318048616,2.270343588,2.235535925,2.517094945,2.307675675,2.225274516,2.294689353,2.394795104,2.525158305,2.673552361,2.417382621,2.434197661,
East Asia & Pacific,EAS,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,1.644624344,1.59243896,1.492886503,1.418559213,1.432866438,1.372271476,1.246133061,1.415948459,1.460954631,1.66094513,1.673415998,1.584558628,1.65658523,1.748786863,1.771348594,1.859281747,1.772563608,1.731528997,1.720923832,1.533128122,1.510975391,1.477157584,1.588645099,1.605191816,1.564089987,1.572459135,1.492542979,1.439072859,1.402612096,1.437197837,1.450490264,1.418196073,1.418741901,1.370848329,1.445502195,1.489867018,1.48938787,1.4710739,1.49067919,1.523785219,1.539326755,1.546080658,1.655493465,1.558766074,1.548206514,1.562844045,1.627545526,1.681737492,1.731734686,1.707908389,1.69442075,
Europe & Central Asia (excluding high income),ECA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,3.531571219,3.764542936,3.711083437,3.387339056,3.422465209,3.554418605,3.143981117,3.259574468,3.275555556,3.0793379,3.25648855,3.499793814,3.445520581,3.349450549,3.19302138,5.119453925,4.943027211,4.713623024,4.187306404,3.357258558,3.900313297,3.82453187,4.298151312,3.937605205,3.672784405,3.589228558,3.691572611,,,,,,4.47925527,3.84538868,4.167314595,3.622461571,3.672621349,3.914463322,2.974289352,3.297959228,3.323052795,3.359273964,3.522186234,3.27845861,2.921835443,2.858197714,2.847596825,2.776839084,2.726323306,3.137114814,2.941075202,2.761608796,2.946206586,3.011736646,3.056016591,3.271973641,3.57681987,3.145365413,
Europe & Central Asia,ECS,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,4.639946329,4.55264192,4.565729091,4.375298422,4.253652359,4.134083523,4.088161611,4.030180151,3.89841023,3.608714763,3.357911225,3.345709533,3.38040374,3.233740088,3.256935267,3.370343333,3.26239086,3.242498241,3.193380576,3.151355038,3.14069445,3.218363154,3.305713979,3.27643657,3.215353818,3.16146936,3.035581943,3.001480455,2.865002128,2.773756422,2.704675966,2.560153779,2.549694519,2.433869444,2.342814262,2.138580357,2.115695925,2.104463467,1.983268255,1.956975539,1.930742438,1.899045565,1.921799264,1.907930125,1.864156943,1.832829133,1.796652325,1.77305482,1.800899571,1.915447319,1.859186594,1.793898826,1.835990111,1.801525113,1.752277302,1.739372869,1.772351619,1.72988955,
Ecuador,ECU,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.376236784,2.046766984,2.045453783,1.765212311,1.909954013,2.069565217,1.824221519,1.804423333,1.923973498,2.370616301,1.833689718,1.85402517,1.990023208,1.976570409,2.015889956,2.366808985,2.200687668,3.080372169,2.142726489,1.987493749,1.781224699,1.677840318,1.654002831,1.57477835,1.485232327,1.779738554,1.837386828,1.966316149,1.977626848,1.923989193,1.890323788,1.778360165,1.667206599,1.821421501,1.559343468,2.34132011,1.950397527,2.104171235,2.357234865,1.751925046,1.452075953,1.569375982,1.768891985,2.278553365,1.940332799,2.298402791,2.029825877,2.56823582,2.665041736,3.117418088,3.010551292,3.095110057,2.945452865,2.886616963,2.761188629,2.575061387,2.55198252,2.44525303,
"Egypt, Arab Rep.",EGY,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,6.67547918,8.664688427,10.32838983,10.11743451,8.718268831,8.907698509,11.13304382,14.33605341,15.98788287,17.18701218,13.56453029,13.51351351,17.27424351,15.43184609,13.72689611,13.11205847,9.940713483,6.468937876,6.160310278,7.416909621,7.188960605,7.958673933,8.26523207,7.856933059,7.498130566,6.528742771,5.060876623,3.968098958,3.646201873,3.753777778,3.381020848,3.252701844,3.316285714,3.240686275,3.127942459,2.998244245,2.796276966,2.702048114,2.682593355,3.139252858,3.447215624,3.340838323,3.025654234,2.853936862,2.740375587,2.502464079,2.293042993,2.137276914,2.053430208,1.931587776,1.789664786,1.587276774,1.472666639,1.554923753,1.504512286,1.285923707,
Euro area,EMU,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,4.31449074,4.214425004,4.22293263,3.997572947,3.895660714,3.747550925,3.774167015,3.736334862,3.688619648,3.385199957,3.120774832,3.121305538,3.171450227,3.071643495,3.091193647,3.138358327,3.053709776,3.064302986,3.040913621,3.007541054,2.966458523,3.05661818,3.097176017,3.076749807,3.002982908,2.944539285,2.87200262,2.881771587,2.76364499,2.654110676,2.578507137,2.374456051,2.254121307,2.182778718,2.092408964,1.947517299,1.932940507,1.894468777,1.84819838,1.82671647,1.789545096,1.73836173,1.723834294,1.724204851,1.707759098,1.662977964,1.607784396,1.560273336,1.597711537,1.696413641,1.620870749,1.556940381,1.552996534,1.495507101,1.451464874,1.434912574,1.459126739,1.464787431,
Eritrea,ERI,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.32911392,12.71594203,19.54095866,20.34678436,11.86085656,32.49748238,34.37644877,32.65480218,22.13656129,20.6719057,20.86610913,,,,,,,,,,,,,,,
Spain,ESP,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.250747022,2.031244826,2.267745892,1.96963292,1.930558573,1.884866825,2.07961936,1.851956944,2.297672519,2.434167534,2.286616226,2.107971746,2.317782098,2.110741725,2.207563937,2.004262233,2.321046932,2.314232663,2.357957301,2.497064901,2.489895785,2.582108745,2.660306746,2.9362729,2.966005504,2.954721708,2.62503668,2.614700689,2.489375217,2.359675142,2.293305209,2.129192231,2.042803676,2.011871737,2.001337402,1.917022395,1.814439016,1.722815679,1.757319949,1.755234589,1.725517988,1.632996821,1.456486691,1.420409174,1.426928792,1.382394156,1.364365549,1.356462347,1.359431118,1.346106582,1.376820068,1.323557685,1.411704005,1.266138113,1.247615193,1.267990311,1.132965646,1.242562307,
Estonia,EST,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.761751961,1.041630274,0.958098327,0.873596074,1.046772487,1.067491718,1.287113364,1.376327115,1.502214462,1.667129501,1.743049295,1.699689225,1.899257555,1.857014265,1.997981423,2.092960807,2.209126255,1.70352622,1.679902519,1.895745981,1.906796455,1.952818291,2.054286335,2.132874447,2.098303197,
Ethiopia,ETH,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,1.855877617,1.932190329,2.428366762,2.921584479,3.229935251,3.107199084,2.48622497,2.195616369,2.020664553,1.883109803,1.906071504,1.936410256,1.925554082,2.794582393,4.492062115,4.131722525,3.967780853,4.810902452,6.886588009,8.708582133,7.536958032,7.539018428,7.179617834,7.969148162,6.823904199,6.697237569,6.855673685,8.50143611,10.27664846,9.657969809,5.705131545,3.441708349,3.071688351,2.868438702,2.225616054,2.117138489,3.343177478,7.276936149,9.506942683,7.613843906,4.349020778,3.719388099,3.263553786,3.099435164,2.784280363,2.284234897,1.877444115,1.500789294,1.192634146,1.142480653,1.090707533,0.868362088,0.806417101,0.768419056,0.740451469,0.670792101,0.659655319,
European Union,EUU,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,4.820588868,4.691627973,4.700149736,4.506017901,4.373051863,4.234919655,4.193793949,4.134110044,3.997550305,3.684946224,3.360350277,3.344672195,3.38311028,3.235834762,3.265219294,3.333548826,3.222809419,3.208728925,3.17816105,3.154711137,3.185444429,3.271889868,3.355756076,3.33133238,3.277841069,3.209396384,3.080828604,3.051532345,2.911802309,2.808226772,2.725210078,2.569706584,2.427686174,2.329298635,2.226824181,2.05511954,2.025132633,1.984436545,1.936620104,1.900016205,1.860031827,1.82553269,1.824637485,1.825465353,1.79583249,1.752352771,1.697188159,1.660250355,1.681658456,1.772362849,1.708754811,1.641208869,1.632196706,1.566122813,1.523503318,1.508474775,1.506774649,1.51475644,
Fragile and conflict affected situations,FCS,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,3.864276218,,1.942545969,,4.357454429,4.70694132,4.509456017,4.304378223,4.553672628,4.895972741,5.844569116,6.129490527,6.415158796,5.697351955,5.453169216,5.22280426,6.101413854,8.064230675,,,,,,,,,,,,4.437806147,,,3.385249845,3.366526181,4.213001546,4.087167017,3.552048945,3.605179609,3.968992741,3.133058685,2.930802627,2.540703464,2.423389489,2.544002414,2.448022116,3.161105043,,2.520680715,2.490539221,3.251302099,3.435995501,3.367364568,2.880280097,2.855588533,
Finland,FIN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.769041048,1.83618152,2.513178309,1.927141787,1.859273032,1.797340383,1.713951314,1.615521153,1.7550744,1.437477698,1.375854017,1.449046875,1.530845544,1.45370204,1.270178667,1.50815982,1.340124617,1.405352011,1.429444105,1.47900931,1.67093548,1.545586731,1.64375015,1.823263814,1.604041801,1.676579073,1.723909953,1.64553301,1.607691173,1.534314492,1.563351499,1.781231036,1.907131012,1.868011507,1.755603595,1.422541499,1.530472271,1.535155051,1.463175558,1.223103772,1.241147504,1.144512833,1.154637229,1.446857263,1.470163565,1.467190429,1.444766675,1.290887944,1.394917394,1.566932596,1.500074054,1.497950414,1.536089853,1.541276102,1.461985458,1.462441729,1.432182362,1.437758424,
Fiji,FJI,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,0.187695516,0.21708353,0.248851455,0.218740763,0.242222222,0.300497866,0.396150762,0.507575758,0.873095001,0.938856942,0.862051438,0.919420509,1.251122687,1.344773245,1.32439426,1.227497152,1.130875009,2.133497133,2.222852104,2.459128531,2.284297287,2.34718563,1.992879472,1.958366865,1.843912731,1.778338813,1.542849895,1.478607331,1.364028947,1.226047951,1.90237099,1.977760127,1.679085941,1.613050422,1.718584446,1.446399873,1.757548445,2.237132353,1.520844835,1.786604916,1.605112457,1.610448709,1.488826776,1.384826444,1.016824703,0.966007296,0.96060724,0.901019874,
France,FRA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,6.462674581,6.304481389,6.141695391,5.643126302,5.405219911,5.23267819,5.107417053,5.113539464,4.924962559,4.380786549,4.117452549,3.94784673,3.845714589,3.742633697,3.674442839,3.80623827,3.7574203,3.847219419,3.75188172,3.737486209,3.756307768,3.864558028,3.838017389,3.85384243,3.794599576,3.742887987,3.673638571,3.714933353,3.527700432,3.428595953,3.339703219,3.347880617,3.203262374,3.201921972,3.167206841,2.967345243,2.874458874,2.827952381,2.65032647,2.592746984,2.471010965,2.407503679,2.426268254,2.484613158,2.495382169,2.400989177,2.344886085,2.275462951,2.257835008,2.483010721,2.334172804,2.256658139,2.238935776,2.222426033,2.232599137,2.274223958,2.327021877,2.255228621,
Faroe Islands,FRO,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,1.107784431,1.015088885,1.367595697,1.432401915,1.440532826,1.550230415,1.303538175,0.679580307,0.780709343,0.668474482,1.029701536,,1.877133106,1.603627516,2.28680324,2.447640676,2.553586628,2.255494152,2.859046984,3.995927717,,,,,,,,,,,,,,1.801452248,1.793952098,1.783170277,1.668327933,1.613166169,1.248682169,1.28261921,,,,1.871622566,1.46243423,1.619804648,1.604047179,1.144818396,1.194602857,1.427253664,2.055643885,
United Kingdom,GBR,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,6.343041412,6.190022143,6.210393713,6.082126186,5.899067585,5.756799452,5.588717004,5.576792793,5.313323755,4.920792648,4.648215827,4.539927703,4.624636318,4.387739522,4.533753671,4.775381152,4.628621089,4.403047422,4.232914485,4.185259512,4.489463054,4.457141795,4.812695462,4.826610444,4.926054775,4.758479322,4.525165058,4.191440132,3.768974595,3.613956986,3.562321232,3.681790403,3.456342889,3.211234729,3.024573401,2.593898734,2.475893157,2.321071944,2.270791425,2.206241646,2.155777374,2.190259465,2.256573135,2.314078888,2.259030374,2.198926824,2.146215009,2.154171756,2.281905345,2.446693198,2.390553783,2.310253066,2.210718047,2.09088432,1.972134125,1.882575236,1.838681671,1.834836771,
Georgia,GEO,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.21021611,1.253622552,1.136974572,0.924390502,0.615582172,0.740185796,1.000532455,1.068489472,1.37383834,3.339181991,5.218311953,9.159105085,8.520097091,5.606582898,3.902446079,3.247604505,3.104604111,2.737697377,2.517582317,2.380033268,2.445311737,2.225139229,
Ghana,GHA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.706659013,2.103004292,2.001003009,2.016348774,1.921988682,1.73260573,2.226613966,,2.655882353,2.501250625,2.118193891,1.701319472,1.429840142,1.364934323,1.581545064,1.714934696,1.566809684,1.253247335,0.851281807,0.646304302,0.773574779,0.741113532,0.541347121,0.341179539,0.593211882,1.000443087,0.900516844,0.892627346,0.437880518,0.430846522,0.443276287,0.627386685,0.649367793,0.686894771,0.694440175,0.758751903,0.640644843,0.659996882,0.767876966,0.768034675,1.02115459,0.608709585,0.599647988,0.697575641,0.634514033,0.598185497,0.371050447,0.509249881,0.39844462,0.455352363,0.380677683,0.592259762,0.804165256,0.533396349,0.678998512,0.526514224,0.382466724,0.406035055,
Gibraltar,GIB,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,0.902357646,0.793828345,0.639108638,,,,,,,,,2.38055426,1.694640615,1.340709363,1.356116905,,,1.172819262,1.254991803,1.595131143,1.534637514,3.100210546,3.324680244,2.441181415,2.22856441,,,,,,,,2.980528209,3.158334882,2.973182386,3.305083056,2.487014657,2.332466736,
"Gambia, The",GMB,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,0.34090903,0.477501573,0.551225895,0.563939017,0.631086622,0.810531317,0.95839227,1.092743109,0.578908745,0.490257621,0.338576188,0.310370827,0.367245635,0.463277798,0.519690011,0.481928244,0.431932626,0.42450719,0.357026297,0.390720316,0.410205891,0.333697716,0.478246244,0.42534675,0.569182611,1.777190928,0.787806809,,,1.224353149,1.148371668,1.719416778,1.481032406,,,
Guinea-Bissau,GNB,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,0.008694578,0.013478315,0.015024038,0.010903144,0.024396442,0.058086957,,0.181085044,,,,,0.317965024,0.49556809,0.566593083,0.650521153,1.404761905,,2.279279884,1.585399979,1.606476618,1.575411731,,2.064876741,,,,1.664401303,2.021251251,1.587426552,2.285116415,1.875076482,1.782619647,1.676929222,,,
Equatorial Guinea,GNQ,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.892241095,2.102616481,,,,,,,,,,,,1.501825824,1.482309067,2.474929604,,,,,0.775977676,,0.178578331,,
Greece,GRC,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,4.85730296,4.24357,4.048429712,3.82448464,3.57356211,3.498464921,3.584687388,4.345707668,4.690180266,4.78878606,4.197302194,4.119199173,3.956525145,3.517709064,4.824468835,5.847321622,5.829227384,5.918535654,5.575444512,5.181248329,4.660805995,5.735701309,5.626593458,5.172476663,4.835444337,4.692566938,4.128015122,4.255520448,4.198232231,3.765869465,3.798260327,3.48486511,3.62980089,3.600124696,3.581972329,3.173190196,3.311913282,3.36586889,3.533868815,3.360469945,3.46535532,3.251412856,3.077374575,2.493894753,2.60567253,2.836596277,2.78341887,2.679305921,2.983052345,3.224841138,2.727009925,2.476949165,2.407691375,2.357681251,2.34297311,2.472716812,2.551739571,2.506157184,
Grenada,GRD,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.157922234,1.122221065,1.045307811,1.173007511,1.003834253,1.395590485,1.373454875,1.45714605,1.266687364,1.025999767,1.696428571,1.118500605,1.141987057,0.910753902,0.898307765,1.231486561,1.271390282,1.372137579,1.181121819,1.306678256,1.316851537,1.889449104,2.025718678,2.035934099,2.190849287,2.007370436,1.667497995,1.750710007,1.869076997,1.80285163,1.728011563,1.268437264,1.472620375,1.267060171,1.178534599,1.080427374,0.895717414,0.742817943,0.720839851,0.67560076,0.818335415,1.052062213,0.762244088,0.815655811,0.479416089,0.383913657,0.431829652,0.398456601,0.42542189,0.390658739,0.410756155,0.414002446,0.445374702,0.463774624,0.418323798,0.395734074,0.423139293,0.373221348,
Guam,GUM,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,1.645962733,2.850574713,6.958105647,8.352601156,6.074582924,3.89084507,3.715012723,3.700265252,3.944896681,5.126556017,4.516348774,4.674705882,8.436863544,5.355855856,3.08608877,2.663766014,1.583736689,0.90582828,0.582892778,0.969692301,0.950952236,1.005936721,0.915520386,0.787830934,,,,1.765977248,2.017945623,2.293286681,2.199716827,2.809324834,2.243542318,1.31488687,1.434894212,1.587467816,1.533186234,1.375437314,1.258123742,1.176456035,1.176032833,1.276563434,1.342694691,1.368651795,1.443677254,
High income,HIC,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,6.740267165,6.711655029,6.689867803,6.307104856,5.773646397,5.442070161,5.890984764,6.390047343,6.253847361,5.782849085,5.135145829,4.605903427,4.353673598,3.941560849,3.932474589,3.848501835,3.669572275,3.784047141,3.61083064,3.628964417,3.681654241,3.975077708,4.557534276,4.311652295,4.289896826,4.347406055,3.965995217,3.830264993,3.572104543,3.49190531,3.385814633,3.080238912,2.976316933,2.815941629,2.611337345,2.393117859,2.329779421,2.334786573,2.295687715,2.214384009,2.213658991,2.240362493,2.358986051,2.44223946,2.456378781,2.470475327,2.447514767,2.424492738,2.524818589,2.778088257,2.734289134,2.643182011,2.579415842,2.473372093,2.395398537,2.390542771,2.310798113,2.287588485,
"Hong Kong SAR, China",HKG,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.168405365,1.075842697,0.988387097,0.931707317,1.280087527,1.229105211,1.181818182,1.137123746,1.085450346,1.068249258,1.369294606,1.470019342,1.83600713,1.683377309,1.598864711,1.903914591,1.758160237,1.904761905,2.269615587,2.239548023,2.221356196,2.145770527,2.307559842,2.274943126,2.440494125,2.582772359,2.77011947,2.950030102,2.853745541,2.670795433,2.201483609,1.544685546,,1.157829785,,,,,,,0.729930429,0.822608431,0.809185009,0.998263524,0.682694868,0.641479861,0.692430001,0.776008597,0.953977829,1.074911476,1.074457208,1.13130809,1.146019505,1.546421097,1.555251137,1.549887196,1.641864375,1.578230312,
Heavily indebted poor countries (HIPC),HPC,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,1.583872273,1.676110924,1.662548262,1.67039965,1.486890103,1.470079148,1.564447706,1.734408334,1.614346229,1.495277542,1.728426552,2.181814077,2.765915426,2.72015756,2.854922429,3.0387677,2.879436337,2.823514204,2.641609366,2.831660752,3.091284419,3.209738636,2.674809146,2.233209449,2.408681099,1.985137993,1.63463187,1.518919013,1.532185865,2.186545114,2.461265728,2.118377612,1.955503466,1.842166703,1.64653371,1.856576245,1.615907056,1.668400429,1.8513157,1.923780917,1.966943086,1.422030241,1.34915839,1.248683158,1.333068724,1.377059009,1.454144982,1.51826495,1.554990679,
Croatia,HRV,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.607386443,10.72675715,11.14817729,9.31501043,8.292011147,8.942492529,6.600219472,4.42962971,3.030055886,2.702773654,2.729612273,2.046839115,1.757979728,1.759643452,1.684163393,1.629209927,1.83948113,1.802633384,1.702625028,1.77782054,1.691269034,1.656485258,1.588322578,1.540303492,1.384587742,1.436930763,
Haiti,HTI,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.088607367,0.089119409,0.102173248,0.111550388,0.113783289,0.106326028,0.077784781,0.106210123,,,,,,,,,,,,,,,,,,0.000615198,0.000618763,0.000887538,0.000840816,0.000887483,
Hungary,HUN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,4.030075188,3.741685144,3.273657289,3.006993007,3.20784139,3.335405013,3.006239365,2.95532646,3.239637923,3.239044409,3.34257975,3.333760739,3.243306994,3.335936628,3.147675013,4.972429138,3.22373255,3.155577299,3.596223271,2.786162062,2.563538027,2.161469799,2.179653172,1.90656829,1.824134384,1.324727483,1.25906104,1.476684403,1.272164175,1.4336126,1.517615192,1.574951902,1.598503392,1.648926726,1.478770153,1.418358624,1.228994943,1.277299809,1.189010403,1.137223135,1.03836377,1.05199698,1.039720393,0.952406263,0.874471249,0.938358749,1.036404657,1.054926931,
IBRD only,IBD,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,2.101572358,2.483430903,2.739585633,2.614890862,2.879710227,2.70282679,2.766044367,2.814653348,2.881864714,3.076169414,3.179703076,2.992303448,2.773223115,3.24044367,3.785426377,3.95527011,3.863805436,3.614104064,3.006966341,2.737746882,3.026004378,3.098259407,3.173551841,2.960238899,3.003596252,3.087321397,3.149563831,3.006413022,2.817492591,2.529154187,2.220478036,2.501478013,2.330380789,2.285829928,2.220910491,2.140961306,2.134497132,1.982805715,2.039623872,1.941422155,2.018388066,2.074893064,2.024171389,1.963042191,1.949034971,1.961349747,1.934702762,1.945411526,2.126943695,1.976329102,1.896102669,1.933226315,1.981395926,1.99136058,2.020289162,2.028217435,1.973444218,
